"text","timestamp"
"Muito  importante está informação para as crianças","2023-08-17T21:41:41.000Z"
"Bora melhorar ai a situação do transporte público, se vocês dependessem dele iam saber o quão ruim está!","2023-08-17T21:45:44.000Z"
"👏👏👏👏","2023-08-17T23:00:29.000Z"
"Que trabalho importante! 👏","2023-08-17T23:19:20.000Z"
"😍","2023-08-18T02:19:43.000Z"
"@fisiokarenlacerda 💚😍","2023-08-18T12:30:34.000Z"
"@susanbosque ❤️❤️❤️","2023-08-18T12:30:38.000Z"
"@uesleicaluf 🥰❤️","2023-08-18T12:30:42.000Z"
"@eliisamaciel 💚💚💚","2023-08-18T12:30:47.000Z"
"@brunossnascimento 🥳","2023-08-18T12:30:52.000Z"
"@_tiagocosta.s ❤️","2023-08-18T12:30:56.000Z"
"@euconrado__ 💚💚💚","2023-08-18T12:31:01.000Z"
"@vandressamsilva ❤️💛💚","2023-08-18T12:31:11.000Z"
"@_tadilabeatriz 🥰❤️","2023-08-18T12:31:16.000Z"
"@_euanabel 😻","2023-08-18T12:31:20.000Z"
"@_tadilabeatriz 💚💚💚","2023-08-18T12:31:24.000Z"
"@nany_35moreira De extrema importância para nossos pequenos ❤️😻","2023-08-18T12:31:39.000Z"
"@diego_s_bello Olá, Diego! Iremos encaminhar sua demanda ao setor responsável","2023-08-18T12:31:56.000Z"
"@augustocleuber 🥰💚","2023-08-18T12:32:01.000Z"
"Seria bom que todas as escola tivesse essa atenção nas faixas nos horários de entrada e saída de escola. A escola predicanda no santa rita está precisando dessa atenção  temos faixa mas os motoristas não respeitam.","2023-08-18T15:20:46.000Z"
"@__vivianribeiro,@a.v.r.c__ e @aguiar_marlom","2023-08-19T11:41:00.000Z"
"So falta a prefeitura fazer a cobertura da quadra,pq e uma palhaçada as crianças no sol","2023-08-19T12:57:40.000Z"
"😍","2023-08-18T14:53:31.000Z"
"😍😍👏🏻","2023-08-18T14:53:56.000Z"
"lindo 🙌❤️😍","2023-08-18T14:54:46.000Z"
"@eliisamaciel ❤️❤️❤️","2023-08-18T15:02:15.000Z"
"@_euanabel 🥰","2023-08-18T15:02:19.000Z"
"@orielson_alves_surdo Demais 😍","2023-08-18T15:02:23.000Z"
"Minha filha amou muito ❤️","2023-08-18T15:03:15.000Z"
"Enfimmmmm, que prazer em ver nossas crianças conhecendo nossa história 😍Parabéns organizadores e que venham mais educação a céu aberto.😍","2023-08-18T15:09:46.000Z"
"Só quem conhece nossa verdadeira história,  pode valorizar e lutar por ela.❤️👏","2023-08-18T15:10:18.000Z"
"👏👏👏👏😍","2023-08-18T15:20:24.000Z"
"👏🙌","2023-08-18T15:20:37.000Z"
"😍👏👏👏👏","2023-08-18T18:05:01.000Z"
"Olha @dreiceolv 😍","2023-08-18T18:13:35.000Z"
"❤️❤️❤️❤️","2023-08-18T19:40:45.000Z"
"👏🏻👏🏻👏🏻","2023-08-18T20:40:07.000Z"
"Lindosss.. olha a alegria deles.","2023-08-18T21:14:52.000Z"
"👏👏👏","2023-08-18T22:15:18.000Z"
"👏🏼👏🏼👏🏼👏🏼","2023-08-19T00:07:32.000Z"
"Que lindo","2023-08-19T07:49:02.000Z"
"👏👏👏👏👏 Gestão Educação , sigam o líder dr Furlan na  diversificação das atividades para melhorar cada vez mais a execução das políticas públicas e principalmente educacional .","2023-08-26T12:27:15.000Z"
"Como faz pra se escrever?","2023-08-16T21:28:46.000Z"
"👏👏👏👏👏","2023-08-16T21:35:43.000Z"
"Tem q ligar pra fazer a inscrição?","2023-08-16T21:38:36.000Z"
"é quanto tempo?","2023-08-16T21:46:54.000Z"
"@maiarasilva.s2","2023-08-16T21:52:02.000Z"
"😍","2023-08-16T22:14:42.000Z"
"Ninguém responde","2023-08-16T23:34:32.000Z"
"Cadê os ônibus?????","2023-08-16T23:43:57.000Z"
"@luacardosodepil","2023-08-16T23:51:12.000Z"
"@fathynhasilva22 faz","2023-08-17T00:16:53.000Z"
"👏👏👏👏👏👏","2023-08-17T00:30:01.000Z"
"@brfllavia já até mandei msg","2023-08-17T00:32:27.000Z"
"@nalva.dias_nls","2023-08-17T00:41:34.000Z"
"@patricksantos2014","2023-08-17T01:16:35.000Z"
"😍😍😍","2023-08-17T01:32:15.000Z"
"@rafaelasilva1740","2023-08-17T02:05:36.000Z"
"Que maravilha, a prefeitura de Macapá fazendo parceria para beneficiar a população 👏👏👏","2023-08-17T02:36:34.000Z"
"Vcs poderiam colocar cursos para os dois turnos, quem trabalha apenas um horário e se for o da tarde, não consegue fazer","2023-08-17T02:49:29.000Z"
"👏👏👏","2023-08-17T11:01:08.000Z"
"@brunossnascimento 😍💚","2023-08-17T11:36:54.000Z"
"@juliane.lopes25 💚","2023-08-17T11:36:58.000Z"
"@sarareiarthur2008 ❤️","2023-08-17T11:37:01.000Z"
"@_8_joy_ 💚🤩","2023-08-17T11:37:05.000Z"
"@_ingridmartins__ 💚","2023-08-17T11:37:13.000Z"
"@borgeselciane 🤩❤️","2023-08-17T11:37:17.000Z"
"@gomees.x Olá, Gomes! As inscrições acontecem no whatsapp","2023-08-17T11:37:53.000Z"
"@reginavalente.ap Olá, Regina! Através do whatsapp (96) 99207 9186","2023-08-17T11:38:25.000Z"
"Melhor escola 😍😍","2023-08-17T12:16:08.000Z"
"Melhor escola profissionalizante do Amapá 😍🙌 @jumper.macapa.oficial","2023-08-17T12:16:35.000Z"
"Acabei de mandar mensagem e diz que não tá disponível apenas no horário das 08h às 14h. Sendo que agora são 09:41h 🤦‍♀️","2023-08-17T12:41:30.000Z"
"Excelente oportunidade 😍","2023-08-17T14:03:28.000Z"
"Tô tentado entrar em contato mas não tenho resposta","2023-08-17T15:01:52.000Z"
"Qual whatsapp?","2023-08-17T17:30:31.000Z"
"@rayarac37 bora la","2023-08-17T17:37:27.000Z"
"@freitasketty bora","2023-08-18T11:46:47.000Z"
"Quando vai ter novamente?","2023-08-23T12:48:31.000Z"
"👏👏👏","2023-08-17T23:18:04.000Z"
"@brunossnascimento 🥳","2023-08-18T12:27:09.000Z"
"Terá hepatite B?","2023-08-18T14:29:42.000Z"
"👏👏👏👏","2023-08-18T16:23:43.000Z"
"@brunossnascimento 😍❤️","2023-08-18T16:24:10.000Z"
"👏👏👏","2023-08-19T00:31:03.000Z"
"@ruth.benathar ❤️😍","2023-08-19T13:12:25.000Z"
"@capelasantoantoniosmrn 🙏","2023-08-19T13:12:29.000Z"
"❤️","2023-08-16T23:38:32.000Z"
"❤️","2023-08-17T00:33:51.000Z"
"👏👏👏","2023-08-17T01:21:27.000Z"
"Cadê os ônibus da cidade??","2023-08-17T01:44:41.000Z"
"@capelasantoantoniosmrn ❤️🙏","2023-08-17T11:36:30.000Z"
"@sarareiarthur2008 💚","2023-08-17T11:36:36.000Z"
"@kiralima06 💚😍","2023-08-17T11:36:40.000Z"
"@fisiokarenlacerda 🤩","2023-08-17T11:36:47.000Z"
"👏👏👏❤️❤️","2023-08-17T22:50:34.000Z"
"Parabéns a toda equipe pelo valoroso trabalho","2023-08-17T22:55:49.000Z"
"Parabéns a toda nossa Equipe pelo excelente trabalho que desenvolvemos para nossos usuários!! Orgulho👏","2023-08-17T23:03:17.000Z"
"Orgulho da equipe do CREAS LIBERDADE ❤️❤️❤️","2023-08-17T23:04:53.000Z"
"👏👏👏","2023-08-17T23:10:35.000Z"
"Que projeto lindo","2023-08-17T23:17:34.000Z"
"💚","2023-08-17T23:33:41.000Z"
"Parabéns 👏👏👏","2023-08-18T00:34:49.000Z"
"👏👏👏👏👏👏👏 tmj vumbora Prefeitão não para 👏👏👏👏👏👏👏","2023-08-18T00:57:10.000Z"
"@nildotrindadenunes Parabéns para todas e todos 👏👏👏","2023-08-18T12:24:45.000Z"
"@sarareiarthur2008 💚🤩","2023-08-18T12:24:50.000Z"
"@danifontenele01 Parabéns para todas e todos 💖","2023-08-18T12:25:13.000Z"
"@mayalvs2 🤩💚","2023-08-18T12:25:21.000Z"
"@werika_ray 👏👏👏","2023-08-18T12:25:32.000Z"
"@brunossnascimento 💚💚💚","2023-08-18T12:25:37.000Z"
"@juliane.lopes25 💖🤩","2023-08-18T12:25:47.000Z"
"@werika_ray 🤩❤️","2023-08-18T12:25:55.000Z"
"@ruth.benathar 😍❤️","2023-08-18T12:26:01.000Z"
"👏👏👏👏👏👏👏😍","2023-08-18T23:16:19.000Z"
"Equipe nota 10... Assistência Social em ação 😍😍👏","2023-08-18T23:16:48.000Z"
"O trabalho em conjunto que vai desde o nosso líder maior PREFEITAO dr Furlan , Secretário Nildo com a Equipe SEMAS Coordenando os trabalhos necessários para que o equipamento consiga executar na ponta , o qual é  o que tem a responsabilidade de ser a porta de entrada dos usuários que sem eles não teríamos como todos estarmos na Assistência Social . Portanto precisamos desenvolver o nosso melhor independente de qualquer particularidade , isso é compromisso , isso é responsabilidade , isso é servir ao público . Parabéns equipe CREAS LIBERDADE E DEMAIS servidores da Assistência que TB faz  acontecer isso a política pública . 👏👏👏👏","2023-08-26T13:00:05.000Z"
"Reconhecimento 👏👏👏👏 Macapá tá diferente, mesmo!👏","2023-08-18T12:25:55.000Z"
"Trabalho incansável das secretarias responsáveis 👏🏽👏🏽👏🏽","2023-08-18T12:47:05.000Z"
"👏👏👏👏👏","2023-08-18T13:01:25.000Z"
"Foi só Clécio sair","2023-08-18T13:31:48.000Z"
"fala dele agora","2023-08-18T13:56:52.000Z"
"👏👏👏👏👏👏👏👏","2023-08-18T14:27:48.000Z"
"Cadê o ônibus??","2023-08-18T14:38:10.000Z"
"Um marco na gestão de responsabilidade e transparência das contas do município. Parabéns a todos da gestão que diga-se  de passagem a melhor gestão que a prefeitura municipal de Macapá já teve. O Prefeito @dr.furlan  é. Um exemplo de gestão aos seus munícipes.  Com compromisso e muito trabalho, para todos nós macapaenses.","2023-08-18T15:41:16.000Z"
"👏👏👏 top","2023-08-18T16:22:53.000Z"
"@caetano_neto_30 Todo esforço tem dado resultado ❤️ Macapá tá diferente demais","2023-08-18T16:23:11.000Z"
"@mariacarolinam_adv 👏👏👏","2023-08-18T16:23:18.000Z"
"@emersonpompeu 🥰❤️","2023-08-18T16:23:22.000Z"
"@brunossnascimento 👏👏👏","2023-08-18T16:23:53.000Z"
"@juliane.lopes25 ❤️🥰","2023-08-18T16:23:57.000Z"
"👏👏👏","2023-08-18T20:41:05.000Z"
"👏👏👏👏","2023-08-18T23:46:36.000Z"
"👏👏👏👏👏👏","2023-08-18T23:55:29.000Z"
"CADÊ OS ÔNIBUS???","2023-08-19T01:23:04.000Z"
"Querido prefeito agora só  está  faltando fiscalizar a qualidade do nosso #açai  nas batedeiras e cobrar os alvarás de licença  pois nosso  #açai  está  fazendo mal para nossas crianças até  mesmo  adultos de tanta mistura que estão  colocando  dentro.","2023-08-19T02:53:35.000Z"
"Parabéns a Prefeitura de Macapá pelo trabalho que esta sendo feito.👏👏👏👏","2023-08-22T20:33:52.000Z"
"Nós da  cultura macapaense gostaríamos de saber o porque desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos , e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os temos ?","2023-08-23T15:51:33.000Z"
"Nós da  cultura macapaense gostaríamos de saber o porque desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos , e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os temos ?","2023-08-23T15:52:31.000Z"
"Nós da  cultura macapaense gostaríamos de saber o porque desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos , e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os temos ?","2023-08-23T15:53:00.000Z"
"Nós da  cultura macapaense gostaríamos de saber o porque desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos , e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os temos ?","2023-08-23T15:53:05.000Z"
"Nós da  cultura macapaense gostaríamos de saber o porque desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos , e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os temos ?","2023-08-23T15:54:05.000Z"
"Nós da cultura Macapaense gostaríamos de saber o por que desse total desrespeito, nossos cachês do Macapá verão ainda não foram pagos, e até o presente momento a prefeitura de Macapá não deu sinal de quando irá pagar! Não era pra ser esse o “maior  Macapá verão “ de todos os tempos?.","2023-08-23T16:00:35.000Z"
"Top demais 😍","2023-08-24T00:58:49.000Z"
"Parabéns pela excelente iniciativa,  com toda certeza muitos esperavam por uma oportunidade dessa, somente um Prefeito comprometido com nosso povo é capaz de atitudes fantásticas como essa.","2023-08-24T02:31:14.000Z"
"PREFEITÃO, você é o bom! Asfalte o Ramal da cascalheira!","2023-08-24T12:19:03.000Z"
"PREFEITÃO, você é o bom! Asfalte o Ramal da cascalheira!","2023-08-24T12:19:10.000Z"
"PREFEITÃO, você é o bom! Asfalte o Ramal da cascalheira!","2023-08-24T17:02:00.000Z"
"Cadê os ônibus?? Cada dia que passa só tá piorando a situação","2023-08-24T20:38:57.000Z"
"E último lugar em TRANSPORTE PUBLICO. QUERO ONIBUS DO RENASCER UNIFAP, SO TEM 1!","2023-08-24T21:36:40.000Z"
"QUEREMOS ONIBUS DO RENASCER UNIFAP,  QUANDO VAMOS PEA BR, OS ONIBUS DOS OUTROS BAIRROS NAO PARAM MAIS PRA GENTE PQ JA VEM LOTADO.  PRECISAMOS DE ONIBUS DO RENASCER UNIFAP.  EGUA MANO, É TAO BARATO ! NAO CUSTA NADA.","2023-08-24T21:38:16.000Z"
"bom dia, entrei em contato pelo direct. já fui em vários órgãos da prefeitura e só ficam me mandando de um lado para o outro. se puderem me responder lá eu ficaria muito agradecida 🙌","2023-08-25T13:11:20.000Z"
"👏👏👏","2023-08-30T10:29:57.000Z"
"👏👏👏","2023-08-30T12:31:10.000Z"
"Bom trabalho","2023-09-02T00:31:57.000Z"
"Parabéns equipe Centro Pop 👏🏻❤️","2023-08-16T21:16:40.000Z"
"👏👏👏","2023-08-16T21:27:20.000Z"
"😍😍😍","2023-08-16T21:35:33.000Z"
"Excelente iniciativa e, em breve, garantiremos para essa população seus direitos constitucionais básicos,  especialmente a moradia, o emprego e a saúde aude","2023-08-16T22:14:22.000Z"
"Parabéns Equipe CP👏👏👏👏👏","2023-08-17T00:32:20.000Z"
"👏🏻👏🏻👏🏻","2023-08-17T01:19:42.000Z"
"Muito, muito gratificante podermos contribuir com o trabalho de acolhimento , prestação dos serviços , o qual é uma garantia de direitos a essas pessoas em situação de rua . Gestão PREEFEITAO dr. Furlan 💪💪💪🙏💯💕","2023-08-17T01:23:37.000Z"
"Deus abençoe essa equipe 🙏 e todos os envolvidos . Parabéns PREFEITÃO ❤️🙏 o prefeito mas sábio, humilde e amado . ❤️‍🩹","2023-08-17T09:08:08.000Z"
"@ruth.benathar 💚😍","2023-08-17T11:38:51.000Z"
"@fisiokarenlacerda 🤩","2023-08-17T11:38:54.000Z"
"@brunossnascimento 💚😍","2023-08-17T11:39:09.000Z"
"@maylakcarvalho 💚💚💚","2023-08-17T11:39:17.000Z"
"@clau.diacamoes 👏👏👏","2023-08-17T11:39:36.000Z"
"@sarareiarthur2008 😍💚","2023-08-17T11:39:39.000Z"
"@capelasantoantoniosmrn 😍💚","2023-08-17T11:39:44.000Z"
"@nazare.leal 💚😍","2023-08-17T11:39:58.000Z"
"@marconipimenta 💚👏","2023-08-17T11:44:13.000Z"
"A presença de Deus em sua vida, e  sua competência  @mariaguerreiroassistentesocial faz a diferença em todos os lugares por onde andas! Parabéns a prefeitura de Macapá na figura da gestão do município e da secretaria de assistência social do Município se Macapá 👏👏👏👏👏sucesso!!","2023-08-17T15:32:42.000Z"
"Parabéns a todos e todas da equipe #centropop","2023-08-17T15:33:45.000Z"
"🔥Glória a Deus","2023-08-17T15:34:09.000Z"
"👏👏👏👏 😍","2023-08-18T00:10:09.000Z"
"👏👏👏👏","2023-08-18T00:33:12.000Z"
"👏👏👏","2023-08-18T00:37:19.000Z"
"Cadê o ônibus Furlan 🤓","2023-08-18T00:43:17.000Z"
"Macapá tá diferente😍 vumbora Prefeitão foguete🚀 não tem Re👏👏👏👏👏👏","2023-08-18T00:58:16.000Z"
"❤️❤️❤️","2023-08-18T00:58:21.000Z"
"Sensacional 👏👏👏👏👏👏","2023-08-18T01:17:16.000Z"
"Parabéns, excelente iniciativa 👏👏👏 esse complexo com uma visão ímpar merece esse cuidado.","2023-08-18T01:56:47.000Z"
"👏👏👏👏👏👏👏👏","2023-08-18T11:26:46.000Z"
"@sarareiarthur2008 Macapá tá diferente demais ❤️🥰","2023-08-18T12:23:03.000Z"
"@orielson_alves_surdo ❤️🤩","2023-08-18T12:23:09.000Z"
"@alessandra_coelho_reis Demais 😍","2023-08-18T12:23:37.000Z"
"@flaviaviralatas.ap ❤️🥰","2023-08-18T12:23:43.000Z"
"@tammylly ❤️","2023-08-18T12:23:49.000Z"
"@licanjos 💚🤩","2023-08-18T12:24:12.000Z"
"@brunossnascimento 💚🤩","2023-08-18T12:24:22.000Z"
"@juliane.lopes25 💚💚💚","2023-08-18T12:24:27.000Z"
"👏👏👏👏","2023-08-18T13:59:30.000Z"
"Por favor, tirem aquela parada de ônibus q há décadas não é mais usada lá da frente 😂😂😂😂 coloquem um letreiro de ""Eu ❤️ Macapá"" no lugar. Dá-lhe Prefeitã 👏👏👏","2023-08-18T14:07:31.000Z"
"@nazaredossantosrosa ❤️💛💚","2023-08-18T14:54:54.000Z"
"👏👏👏","2023-08-18T17:47:42.000Z"
"Parabéns prefeitão pelo belo trabalho e que Deus continue lhe abençoando 😍😍","2023-08-18T17:48:16.000Z"
"Lindooooo 👏👏👏Glória a Deus!Precisava desse olhar carinhoso @dr.furlan nós agradecemos de coração","2023-08-18T18:10:29.000Z"
"❤️👏👏👏","2023-08-18T20:31:39.000Z"
"Eita ❤️❤️❤️❤️❤️❤️","2023-08-19T07:43:56.000Z"
"🙌👏show de bola 👏🙌","2023-08-20T19:07:50.000Z"
"@viralataunifap @alimenteumgatoderua","2023-08-13T13:09:05.000Z"
"👏🏻👏🏻👏🏻","2023-08-13T13:37:23.000Z"
"👏🏼👏🏼 Poderiam voltar com os agendamentos para melhorar os atendimentos","2023-08-13T13:39:06.000Z"
"👏","2023-08-13T13:55:27.000Z"
"Por agendamento seria melhor","2023-08-13T13:55:34.000Z"
"Bom dia! Minha gata pariu com quanto tempo posso levar pra castrar?","2023-08-13T14:03:25.000Z"
"@prefeiturademacapa posso levar duas gatas no mesmo dia?","2023-08-13T14:06:01.000Z"
"tem que aumentar os dias para gatos, são poucas senhas e as pessoas estão virando a noite por uma vaga. já fui dois dias e não consegui!","2023-08-13T14:48:47.000Z"
"@nanda_nands1001 não pode ao mesmo tempo, só pode um tutor por pet, após o período de 15 dias de pós operatório, é que pode levar o outro pet! Fazendo dessa forma eles terão a plena certeza de quem o pet terá 100% de atenção e cuidado no pós operatório pois infelizmente (no início) já teve perda por tutores quererem castrar mais de 1 e não ter dado a devida atenção e cuidado.","2023-08-13T15:17:32.000Z"
"Quando no bairro novo horizonte","2023-08-13T15:18:06.000Z"
"@crilesmonteiro são períodos e períodos, período felino e período canino. Entrando com essa agora já são 2 semanas para felinos, sendo 90 senhas por semana! Infelizmente é chegar pela noite, consegui pegar vaga para o meu indo 3h15 e a outra tive que ir 00h30","2023-08-13T15:20:25.000Z"
"eu sei, já fui 04h e não consegui, quero ir mais cedo essa semana. mas essas ações itinerantes por senhas acaba sendo muito cansativo pra população, era melhor antes quando ficávamos em fila de espera, mas tínhamos um dia certo para a castração por agendamento. enfim, enquanto isso não muda, a gente tenta o melhor pelos nossos bichinhos.","2023-08-13T15:47:35.000Z"
"@crilesmonteiro a primeira vez eu fui às 5h, não tinha mais, a segunda vez eu fui às 03h50 e fui a última, a terceira vez eu cheguei às 00h30 e fui a 14,  só assim pra conseguir ☹","2023-08-13T16:11:13.000Z"
"@silly_gguk._ avisa a biaaa","2023-08-13T17:49:49.000Z"
"@lily31_mendonca @hellernogueira","2023-08-13T18:06:06.000Z"
"Poxa não consegui senha para castrar meu cachorro, é muita gente pra poucas senhas...😢 prefeitura ajeita isso pfv","2023-08-13T18:53:07.000Z"
"Bem q poderia ter uma estação de vacinação contra raiva bem ao lado do Castra móvel","2023-08-13T19:26:29.000Z"
"Cheguei 4 horas da manhã não tinha mais vaga","2023-08-13T20:21:07.000Z"
"👏👏","2023-08-13T20:27:42.000Z"
"Bem que vcs poderiam castra coelho 😢","2023-08-13T21:49:02.000Z"
"Quando vai voltar o agendamento pra castração? Poxa complicado ter que ir de madrugada pra conseguir senha, ainda sem certeza que o bichinho vá conseguir realizar o procedimento. Complicado. @prefeiturademacapa @dr.furlan","2023-08-13T22:13:35.000Z"
"Vacina?","2023-08-13T23:47:30.000Z"
"@fisiokarenlacerda ❤️🥰","2023-08-14T11:24:03.000Z"
"@taynarasantos355 😍","2023-08-14T11:24:06.000Z"
"@alylinne ❤️🥰","2023-08-14T11:24:24.000Z"
"@clislain Olá, Crislain! Em breve estaremos aí","2023-08-14T11:24:47.000Z"
"@mayelly.rodriguez Olá, Mayelly! A distribuição de senhas inicia às 8h da manhã","2023-08-14T11:25:48.000Z"
"@luh_guilbert Olá, Luh! Postamos o cronograma vacinal semanalmente","2023-08-14T11:26:24.000Z"
"👏👏","2023-08-14T12:58:40.000Z"
"@prefeiturademacapa só que dão só 15 senhas por dia e no horário que eu cheguei já tinha mais de 30 pessoas lá","2023-08-14T14:32:18.000Z"
"Eu sei que a ideia de fazer pontos itinerantes é boa, mas infelizmente na prática não está funcionando pra população. São poucas senhas distribuidas e pra conseguir o atendimento a pessoa tem que madrugar. É difícil pra quem mora longe devido aos gastos, fora o transtorno de deixar o seu pet de jejum e haver a graça possibilidade de não conseguir castrar. Os atendimentos antes eram bem melhor.","2023-08-14T14:36:37.000Z"
"Verdade! castreja 4 gatos com agendamento, agora tem que madrugar para poder conseguir ficar muito cansativo!","2023-08-14T18:54:38.000Z"
"Volta agendamentos 🙌🙏","2023-08-14T18:55:26.000Z"
"So acho que nao faz sentido voces colocarem 15 vagas, e aí quando um gato é eliminado na TRIAGEM ( significa que nao vai castrar) o ""sistema"" conta como se ele tivesse castrado e nao dá a vez pro proximo gato. Por que isso?  Se for pra seguir o tal do orçamento tem que fazer direito, e não considerar como castrado um gato que nem castrou. Tem que dar a vez!!!!","2023-08-15T09:59:48.000Z"
"@prefeiturademacapa claro que nao. A fila ja se organiza desde 23h do dia anterior e termina 4h da manhã.","2023-08-15T10:01:03.000Z"
"Agendamentos por favor","2023-08-16T09:32:40.000Z"
"Quais são os dias d castraçãos em gatos?","2023-08-16T16:30:24.000Z"
"Quando vcs vão esse horário 🤌 vcs leva o pet ?","2023-08-16T16:39:03.000Z"
"@vinisuciny eu levei das vezes que eu fui, mas levei peitoral e a coleira, tirava ele da casinha, ele dava umas voltas, ficava no meu colo, evitava mais o estresse dele de ficar só dentro da caixa","2023-08-16T16:43:20.000Z"
"@vinisuciny até sexta feira dia 18, na próxima semana já é período dos caninos","2023-08-16T16:44:34.000Z"
"@vinisuciny é melhor não levar pq até amanhecer eles já estão estressados, a maioria dos tutores não leva. mas se tu não tiver opção por conta de transporte ou outras demandas, não tem problema tbm. a última vez fui de meia noite e levei a minha gatinha, teve um momento que ela ficou estressada, mas depois passou.","2023-08-16T16:46:23.000Z"
"As 15 vagas não contam com a castração e sim como Atendimento, se por um acaso o pet não constar como apto mas ele foi Atendido (fez exame de sangue, checagem e afins)","2023-08-16T16:47:07.000Z"
"Também achei mais útil e seguro o de agendamento, ficamos bem expostos passando a madrugada lá 🙁","2023-08-16T16:48:39.000Z"
"Contam como se fosse castrado praticamente, pq ele so fez exame. Essa vaga poderia ser aproveitada pra castrar um animal, pq o custo que varia está aí, Nos exames e na castração. A nao ser q o vet seja pago POR ATENDIMENTO e CASTRAÇÃO. O orçamento vem pronto pra castrar 15 animais, e nisso quando um nao ta apto, eles nao dao a vez pra castrar outro. Isso é mt ruim pq as vzs tres sao negados e ai so castra 12. Ai fica la aquela vaga sobrando sem fazer nada","2023-08-16T17:12:19.000Z"
"Eu entendo seu ponto de vista, mas infelizmente funciona dessa forma. Já teve um atendimento no Macapaba que de 15 atendimentos, só 10 foram castrados...","2023-08-17T01:18:30.000Z"
"Meu gato tá com reação depois da vacina 😢. Ele fica com a boca aberta e a língua p fora. Como se tivesse cansado","2023-08-17T23:45:53.000Z"
"Quando o castra móvel vêm pro bairro IPE e  mestre Oscar ?????","2023-08-22T00:56:22.000Z"
"@prefeiturademacapa ainda está no céu das artes?","2023-08-23T03:45:09.000Z"
"❤️❤️👏👏👏","2023-08-17T16:03:22.000Z"
"@ms5698603  kkk tá bonitinho por enquanto","2023-08-17T16:10:32.000Z"
"Falta a praça antiga zagury que é a frente da cidade ser revitalizada😌 @prefeiturademacapa","2023-08-17T16:10:53.000Z"
"@ferreiranildiane 🥰❤️","2023-08-17T16:36:51.000Z"
"Nova esperança ainda com ESPERANÇA 😂","2023-08-17T16:47:41.000Z"
"❤️👏👏","2023-08-17T17:35:30.000Z"
"Gostaria de entender porque a area do bondinho, aquela onde ficavam os batateiros na beira rio nao foi reestruturada? Fecharam tudo com aquela cerca de zinco e nada foi feito. Ta abandonado. Enquanto isso a frente da cidade, nesta parte, ta ridicula, com batateiros praticamente no meio da rua .","2023-08-17T18:04:35.000Z"
"👏👏👏👏","2023-08-17T19:26:22.000Z"
"Parabéns","2023-08-17T21:14:08.000Z"
"Tá linda demais! 😍😍","2023-08-17T23:19:52.000Z"
"😍","2023-08-18T02:19:52.000Z"
"E a frente da cidade não vejo melhorar nada","2023-08-18T03:32:23.000Z"
"@ruth.benathar 🥰💚","2023-08-18T12:32:28.000Z"
"@nagilarochax ❤️💛💚","2023-08-18T12:32:35.000Z"
"@brunossnascimento 🥰❤️","2023-08-18T12:32:40.000Z"
"@_euanabel 💚","2023-08-18T12:35:24.000Z"
"@caetanoadeir Agradecemos o carinho, Caetano ❤️","2023-08-18T12:35:34.000Z"
"Poderia ter feito algo melhor! Muitas crianças se machucam aí. A pracinha lá do super fácil( um pouco mais pra lá)é bem melhor, e nossas crianças não saem lesionadas","2023-09-10T14:02:06.000Z"
"👏👏👏","2023-08-16T19:27:22.000Z"
"👏👏👏👏👏😍 maravilhoso!","2023-08-16T19:44:39.000Z"
"❤️❤️❤️","2023-08-16T22:04:18.000Z"
"❤️","2023-08-17T00:33:58.000Z"
"👏👏👏","2023-08-17T00:34:02.000Z"
"👏👏👏👏👏","2023-08-17T00:34:04.000Z"
"👏👏👏","2023-08-17T01:24:11.000Z"
"👏👏","2023-08-17T10:34:19.000Z"
"@capelasantoantoniosmrn 🙏🤩","2023-08-17T11:42:44.000Z"
"@marciafarias111 ❤️🥰","2023-08-17T11:42:48.000Z"
"@sarareiarthur2008 ❤️","2023-08-17T11:42:54.000Z"
"@kiralima06 🤩","2023-08-17T11:43:02.000Z"
"@rabelo_sam 💚","2023-08-17T11:43:07.000Z"
"@sarareiarthur2008 💚❤️💚","2023-08-17T11:43:12.000Z"
"@ruth.benathar 💚","2023-08-17T11:43:16.000Z"
"@fisiokarenlacerda 💚","2023-08-17T11:43:22.000Z"
"Quando haverá a castração de cachorros??","2023-08-19T16:10:49.000Z"
"@thalitaangelim02 Olá, Thalita! Em breve haverá atualização no público alvo","2023-08-19T16:13:25.000Z"
"Vacinação pra zona sullll","2023-08-19T16:26:56.000Z"
"@jh0nsoares_19","2023-08-19T16:29:43.000Z"
"A partir de que horas começa a distribuição de senha?","2023-08-19T16:41:53.000Z"
